Category,Subcategory,Food_Number,Food_Item,Country,Year,GI_SEM,GL,Subjects,Avail_Carb_g,Test_Portion_g,Ref_Food_Time,Timepoints,Sample_Collection,Analysis_Method,Ref,GI_Value,GI_SEM_Value
SNACK FOODS AND CONFECTIONERY,"Cold-pressed bar, made with 24.9 g SDS (SUSTRA™ 2434",1683.0,"Twix® Cookie Bar, caramel (M&M/Mars, USA)",USA,1997,44±6,11.0,"Normal,",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,25,44.0,6.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1684.0,"Chocolate Cherry Almond bar (Beachbody, LLC, USA)",USA,2019,22±2,6.0,"Normal, 10",25.0,86.5,"Glucose, 2h",Standard,"Capillary, plasma",YSI,UO7,22.0,2.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1685.0,"Clif bar, Chocolate Brownie Energy bar (Clif Bar Inc., Berkeley, USA)",USA,2006,57±6,14.0,"Normal, 10",50.0,85.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,57.0,6.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1686.0,"Energy bar, containing with soy protein isolate, peanut butter and corn syrup",Australia,2014*,45±6,11.0,Normal 10,50.0,97.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,17,45.0,6.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1687.0,Energy bar with 2.0 g Filtered Molasses Concentrate added per 100 g (4.01 g FMC/100 g carbohydrate),Australia,2014*,40±4,10.0,Normal 10,50.0,100.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,17,40.0,4.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1688.0,"Peanut Butter Chocolate bar (Beachbody, LLC)",USA,2019,32±4,8.0,"Normal, 10",25.0,94.0,"Glucose, 2h",Standard,"Capillary, plasma",YSI,UO7,32.0,4.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1689.0,"Performance Chocolate Energy bar (Power Bar, USA)",USA,2006,53±6,13.0,"Normal, 9",50.0,77.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,53.0,6.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1690.0,"Power Bar®, chocolate (Powerfood Inc., Berkeley, USA)",USA,1997,58±5,15.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,25,58.0,5.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1691.0,"SmartZone Chocolate flavor, Nutrition bar (Hershey's Food Corporation, Hershey, PA, USA)",USA,2004,16±3,4.0,"Normal, 10",50.0,138.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,16.0,3.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1692.0,"SmartZone Crunchy Blueberry flavor, Nutrition bar (Hershey's Food Corporation, Hershey, PA, USA)",USA,2005,15±3,4.0,"Normal, 10",50.0,125.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,15.0,3.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1693.0,"SmartZone Crunchy Chocolate Brownie flavor, Nutrition bar (Hershey's Food Corporation, Hershey, PA, USA)",USA,2005,23±5,6.0,"Normal, 10",50.0,138.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,23.0,5.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1694.0,"SmartZone Crunchy Chocolate Caramel flavor, Nutrition bar (Hershey's Food Corporation, Hershey, PA, USA)",USA,2005,16±4,4.0,"Normal, 10",50.0,119.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,16.0,4.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1695.0,"SmartZone Crunchy Chocolate Peanut Butter flavor, Nutrition bar (Hershey's Food Corporation, Hershey, PA, USA)",USA,2005,14±3,4.0,"Normal, 10",50.0,138.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,14.0,3.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1696.0,"SmartZone Crunchy Key Lime flavor, Nutrition bar (Hershey's Food Corporation, Hershey, PA, USA)",USA,2005,14±3,4.0,"Normal, 10",50.0,125.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,14.0,3.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1697.0,"SmartZone Peanut Butter flavor, Nutrition bar (Hershey's Food Corporation, Hershey, PA, USA)",USA,2005,18±2,5.0,"Normal, 10",50.0,138.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,18.0,2.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1698.0,"Snickers® Marathon Energy bar, Chewy Chocolate Peanut flavor (M&M/Mars, USA)",USA,2005,36±5,9.0,"Normal, 10",50.0,97.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,36.0,5.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1699.0,"Snickers® Marathon Energy bar, Cookies & Crème flavor (M&M/Mars, USA)",USA,2005,50±4,13.0,"Normal, 10",50.0,91.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,50.0,4.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1700.0,"Snickers® Marathon Energy bar, Multi Grain Crunch flavor (M&M/Mars, USA)",USA,2005,50±4,13.0,"Normal, 10",50.0,92.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,50.0,4.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1701.0,"Snickers® Marathon Energy bar, Peanut Butter flavor (M&M/Mars, USA)",USA,2005,34±5,9.0,"Normal, 10",50.0,105.8,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,34.0,5.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1702.0,"Snickers® Marathon Low Carb Lifestyle Energy bar, Chocolate Fudge Brownie flavor (M&M/Mars, USA)",USA,2003,20±4,5.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,20.0,4.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1703.0,"Snickers® Marathon Low Carb Lifestyle Energy bar, Peanut Butter flavor (M&M/Mars, USA)",USA,2003,21±4,5.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,21.0,4.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1704.0,"Snickers® Marathon Nutrition bar, Dark Chocolate Crunch flavor (M&M/Mars, USA)",USA,2003,49±6,12.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,49.0,6.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1705.0,"Snickers® Marathon Nutrition bar, Honey & Roasted Almond flavor (M&M/Mars, USA)",USA,2003,41±3,10.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,41.0,3.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1706.0,"Snickers® Marathon Protein Performance bar, Caramel Nut Rush flavor (M&M/Mars, USA)",USA,2003,26±3,7.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,26.0,3.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1707.0,"Snickers® Marathon Protein Performance bar, Chocolate Nut Burst flavor (M&M/Mars, USA)",USA,2003,32±4,8.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,32.0,4.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1708.0,"SoLo GI Berry Bliss Nutrition bar (New Era Nutrition Inc, Alberta, Canada)",Canada,2004-,29±5,7.0,"Normal, 10",50.0,113.6,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,29.0,5.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1709.0,"SoLo GI Chocolate Charger Nutrition bar (New Era Nutrition Inc, Alberta, Canada)",Canada,2004-,28±2,7.0,"Normal, 10",50.0,113.6,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,28.0,2.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1710.0,"SoLo GI Lemon Lift Nutrition bar (New Era Nutrition Inc, Alberta, Canada)",Canada,2004-,29±5,7.0,"Normal, 10",50.0,113.6,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,29.0,5.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1711.0,"SoLo GI Mint Mania Nutrition bar (New Era Nutrition Inc, Alberta, Canada)",Canada,2004-,23±3,6.0,"Normal, 10",50.0,113.6,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,23.0,3.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1712.0,"SoLo GI Peanut Power Nutrition bar (New Era Nutrition Inc, Alberta, Canada)",Canada,2004-,27±4,7.0,"Normal, 10",50.0,125.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,27.0,4.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1713.0,"SoLo GI Berry Bliss Snack bar (New Era Nutrition Inc, Alberta, Canada)",Canada,2004-,29±5,7.0,"Normal, 10",50.0,113.6,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,29.0,5.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1714.0,"SoLo GI Chocolate Charger Snack bar (New Era Nutrition Inc, Alberta, Canada)",Canada,2004-,28±2,7.0,"Normal, 10",50.0,125.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,28.0,2.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1715.0,"SoLo GI Lemon Lift Snack bar (New Era Nutrition Inc, Alberta, Canada)",Canada,2004-,29±5,7.0,"Normal, 10",50.0,113.6,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,29.0,5.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1716.0,"SoLo GI Mint Mania Snack bar (New Era Nutrition Inc, Alberta, Canada)",Canada,2004-,23±3,6.0,"Normal, 10",50.0,125.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,23.0,3.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1717.0,"SoLo GI Peanut Power Snack bar (New Era Nutrition Inc, Alberta, Canada)",Canada,2004-,27±4,7.0,"Normal, 10",50.0,125.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,27.0,4.0
SNACK FOODS AND CONFECTIONERY,Sports (Energy) bars,1718.0,"VO 2 Max Chocolate Energy bar (M&M/Mars, USA)",USA,1997,49±8,12.0,"Normal,",50.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,25,49.0,8.0
SOUPS,,1719.0,"Barley Vegetable Instant soup, low-fat, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,41±3,8.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,41.0,3.0
SOUPS,,1720.0,"Black Bean Instant soup, low-fat, spicy, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,57±5,11.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,57.0,5.0
SOUPS,,1721.0,"Black Bean with Vegetables soup, spicy, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2007,46±5,9.0,"Normal, 10",50.0,463.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,46.0,5.0
SOUPS,,1722.0,"Carrot soup, President's Choice® Blue Menu™ Soupreme (Loblaw Brands Limited, Canada)",Canada,2007,35±4,7.0,"Normal, 10",50.0,961.5,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,35.0,4.0
SOUPS,,1723.0,"Chicken & Vegetable with wholegrain pasta, Country Ladle® (Campbell's Soups, Homebush, NSW, Australia)",Australia,2008,43±3,9.0,"Normal, 9",25.0,558.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,43.0,3.0
SOUPS,,1724.0,"Chunky Roast Chicken and Vegetable soup (Campbell's Soups, Homebush, NSW, Australia)",Australia,2016,52±3,10.0,"Normal, 9",50.0,724.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,52.0,3.0
SOUPS,,1725.0,"Lentil Instant soup, low-fat, Indian, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,62±7,12.0,"Normal, 10",50.0,100.0,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,62.0,7.0
SOUPS,,1726.0,"Lentil, ready-to-serve, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,57±9,11.0,"Normal, 10",50.0,657.9,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,57.0,9.0
SOUPS,,1727.0,"Minestrone, condensed, prepared with water (Campbell's Soup Company, Camden, NJ, USA)",USA,2002,48±6,10.0,"Normal, 10",50.0,450.0,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,48.0,6.0
SOUPS,,1728.0,"Minestrone, Traditional, Country Ladle® (Campbell's Soups, Australia)",Australia,2001,39±3,8.0,"Normal, 10",25.0,833.3,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,39.0,3.0
SOUPS,,1729.0,"Minestrone & Pasta Instant soup, low-fat, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,54±3,11.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,54.0,3.0
SOUPS,,,Minestrone mean of three foods,,,47,,,,,,,,,,47.0,
SOUPS,,1730.0,"Mushroom Barley, ready-to-serve, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,45±10,9.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,45.0,10.0
SOUPS,,1731.0,"Pasta & Fagioli soup, ready-to-serve, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,52±8,10.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,52.0,8.0
SOUPS,,1732.0,"Potato & Bacon soup, chunky (Campbell's Soups, Homebush, NSW, Australia)",Australia,2016,41±4,8.0,"Normal, 10",50.0,625.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,41.0,4.0
SOUPS,,1733.0,"Pumpkin Soup, creamy, Heinz® Very Special™, with pumpkin, cream, potatoes (Heinz Wattie's Ltd, Australia)",Australia,2004,76±7,15.0,"Normal, 10",50.0,694.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,76.0,7.0
SOUPS,,1734.0,"Thai Instant soup, low-fat, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,56±4,11.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,56.0,4.0
SOUPS,,1735.0,"Tomato soup, condensed, prepared with water (Campbell's Soup Company, Camden, NJ, USA)",USA,2002,52±4,10.0,"Normal, 10",50.0,326.8,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,UO5,52.0,4.0
SOUPS,,1736.0,"Tomato & Herb, President's Choice® Blue Menu™ Soupreme (Loblaw Brands Limited, Canada)",Canada,2007,47±5,9.0,"Normal, 10",50.0,892.9,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,47.0,5.0
SOUPS,,1737.0,"Vegetable Couscous Instant soup, low-fat, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,57±4,11.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,57.0,4.0
SOUPS,,1738.0,"Vegetarian Chili Instant soup, low-fat, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",Canada,2004-,36±4,7.0,"Normal, 10",50.0,,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,36.0,4.0
SOUPS,,1739.0,"Winter Squash, President's Choice® Blue Menu™ Soupreme (Loblaw Brands Limited, Canada)",Canada,2007,41±4,8.0,"Normal, 10",50.0,961.5,"Bread, 2h",Standard,"Capillary, whole blood",YSI,UO7,41.0,4.0
SUGARS AND SYRUPS,"Agave cactus nectar, high-fructose",1740.0,"Organic Agave Cactus Nectar, light, 90% fructose (Western Commerce Corp., City of Industry, CA, USA)",USA,2001,11±1,1.0,"Normal, 9",25.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,11.0,1.0
SUGARS AND SYRUPS,"Agave cactus nectar, high-fructose",1741.0,"Organic Agave Cactus Nectar, light, 97% fructose (Western Commerce Corp., USA)",USA,2001,10±1,1.0,"Normal, 9",25.0,,"Bread, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,10.0,1.0
SUGARS AND SYRUPS,"Agave cactus nectar, high-fructose",1742.0,"Premium Agave nectar (Sweet Cactus Farms, USA)",USA,2005,19±4,1.0,"Normal, 9",50.0,62.7,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,19.0,4.0
SUGARS AND SYRUPS,"Agave cactus nectar, high-fructose",,"Agave nectar, mean of three foods",,,13,,,,,,,,,,13.0,
SUGARS AND SYRUPS,Fructose,1743.0,Fructose,China,2005,23±1,1.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,23.0,1.0
SUGARS AND SYRUPS,Fructose,1744.0,"Fructose from corn (Despar, Italy)",Italy,2013,25±4,1.0,"Normal, 10",25.0,25.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,25.0,4.0
SUGARS AND SYRUPS,Fructose,,"Fructose, mean of two studies",,,24,,,,,,,,,,24.0,
SUGARS AND SYRUPS,Fructose,1745.0,High fructose corn syrup,Australia,2014*,56±5,3.0,Normal 10,50.0,65.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,17,56.0,5.0
SUGARS AND SYRUPS,Fructose,1746.0,High fructose corn syrup with 3.3 g Filtered Molasses Concentrate added per 100 g (4.16 g FMC/100 g carbohydrate),Australia,2014*,50±3,3.0,Normal 10,50.0,62.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,17,50.0,3.0
SUGARS AND SYRUPS,Glucose,1747.0,Glucose syrup,Australia,2014*,107±7,5.0,Normal 10,50.0,61.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,17,107.0,7.0
SUGARS AND SYRUPS,Honey,1748.0,Yellow box honey (46% fructose),Australia,2001,35±4,2.0,"Normal, 10",25.0,67.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,35.0,4.0
SUGARS AND SYRUPS,Honey,1749.0,Stringy Bark honey (52% fructose),Australia,2001,44±4,2.0,"Normal, 9",25.0,67.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,44.0,4.0
SUGARS AND SYRUPS,Honey,1750.0,Red Gum honey (35% fructose),Australia,2001,46±3,2.0,"Normal, 9",25.0,66.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,46.0,3.0
SUGARS AND SYRUPS,Honey,1751.0,Iron Bark honey (34% fructose),Australia,2001,48±3,2.0,"Normal, 10",25.0,83.5,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,48.0,3.0
SUGARS AND SYRUPS,Honey,1752.0,"Capilano Premium Honey, blend of eucalypt & floral honeys (Capilano Honey Limited, QLD, Australia)",Australia,2006,51±3,3.0,"Normal, 11",50.0,60.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,51.0,3.0
SUGARS AND SYRUPS,Honey,1753.0,Yapunya honey (42 % fructose),Australia,2001,52±5,3.0,"Normal, 9",25.0,73.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,52.0,5.0
SUGARS AND SYRUPS,Honey,1754.0,HDI Clover Honey with Bee Pollen (PT. Harmoni Dinamik),New Zealand,2020,53±5,3.0,"Normal, 10",50.0,60.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,53.0,5.0
SUGARS AND SYRUPS,Honey,1755.0,"Leabrook Farms Yellow box honey (Spring Gully Foods Pty Ltd, SA, Australia)",Australia,2006,60±4,3.0,"Normal, 11",50.0,58.6,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,60.0,4.0
SUGARS AND SYRUPS,Honey,1756.0,"Commercial Blend honey (38% fructose) (WA blend, Capilano Honey Ltd., Australia)",Australia,2001,62±3,3.0,"Normal, 9",25.0,71.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,62.0,3.0
SUGARS AND SYRUPS,Honey,1757.0,Salvation Jane honey (32% fructose),Australia,2001,64±5,3.0,"Normal, 10",25.0,81.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,64.0,5.0
SUGARS AND SYRUPS,Honey,1758.0,"Manuka honey, MGO 440+ (Manuka Health New Zealand Ltd)",New Zealand,2011,65±7,3.0,"Normal, 10",25.0,32.1,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,113,65.0,7.0
SUGARS AND SYRUPS,Honey,1759.0,"Clover honey, ratio of fructose: glucose, 1.09 (Vazza Farms, Hermiston, OR, USA)16",USA,2006,69±8,3.0,"Normal, 12",50.0,58.3,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,114,69.0,8.0
SUGARS AND SYRUPS,Honey,1760.0,"Commercial Blend honey (28% fructose) (NSW blend, Capilano Honey Ltd., Australia)",Australia,2001,72±6,4.0,"Normal, 9",25.0,99.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,72.0,6.0
SUGARS AND SYRUPS,Honey,1761.0,"Buckwheat honey, ratio of fructose:glucose, 1.12 Vazza Farms, USA)16",USA,2006,73±6,4.0,"Normal, 11",50.0,58.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,114,73.0,6.0
SUGARS AND SYRUPS,Honey,1762.0,"Cotton honey, ratio of fructose:glucose, 1.03 (Gene Brandi Apiaries, Los Banos, CA, USA)16",USA,2006,74±7,4.0,"Normal, 11",50.0,57.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,114,74.0,7.0
SUGARS AND SYRUPS,Honey,1763.0,"Honey, NS",China,2005,74±4,4.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,74.0,4.0
SUGARS AND SYRUPS,Honey,1764.0,"Tupelo honey, ratio of fructose:glucose, 1.54 (Tropical Blossom Honey Co, Edgewater, FL, USA)",USA,2006,74±8,4.0,"Normal, 12",50.0,59.2,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,114,74.0,8.0
SUGARS AND SYRUPS,Honey,,"Honey, mean of 17 types of honey",,,60,,,,,,,,,,60.0,
SUGARS AND SYRUPS,Lactose,1765.0,Lactose,China,2005,46±1,2.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,46.0,1.0
SUGARS AND SYRUPS,Maltose,1766.0,Maltose,China,2005,75±6,4.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,75.0,6.0
SUGARS AND SYRUPS,Maltose,1767.0,Maltose,China,2005,105±2,5.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,105.0,2.0
SUGARS AND SYRUPS,Maltose,,"Maltose, mean of two studies",,,90,,,,,,,,,,90.0,
SUGARS AND SYRUPS,Sucrose,1768.0,Sucrose,Australia,2007,59±4,3.0,"Normal, 11",50.0,50.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,59.0,4.0
SUGARS AND SYRUPS,Sucrose,1769.0,"Sucrose, cane sugar",Australia,2016,60±4,3.0,"Normal, 10",50.0,50.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,60.0,4.0
SUGARS AND SYRUPS,Sucrose,1770.0,Sucrose,Australia,2007,61±4,3.0,"Normal, 11",50.0,50.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,61.0,4.0
SUGARS AND SYRUPS,Sucrose,1771.0,Sucrose,Germany,2004,64±4,3.0,"Normal, 11",50.0,50.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,64.0,4.0
SUGARS AND SYRUPS,Sucrose,1772.0,Sucrose,Germany,2002,66±3,3.0,"Normal, 10",50.0,50.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,66.0,3.0
SUGARS AND SYRUPS,Sucrose,1773.0,"Sugar, cane (Panela)",Italy,2005,69±10,3.0,"Normal, 9",25.0,25.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,69.0,10.0
SUGARS AND SYRUPS,Sucrose,1774.0,Sucrose,China,2005,84±4,4.0,"Normal, 10",50.0,,"Glucose, 2h",Standard,"Venous, NS",NS,12,84.0,4.0
SUGARS AND SYRUPS,Sucrose,,"Sucrose, mean of seven studies",,,66,,,,,,,,,,66.0,
SUGARS AND SYRUPS,Sucrose,1775.0,"Sucrose (LoGiCane) (Horizon Science, Australia)13",Australia,2014*,60±3,3.0,"Normal,",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,55,60.0,3.0
SUGARS AND SYRUPS,Sucrose,1776.0,"Sucrose (LoGiCane) (Horizon Science, Australia)13",Australia,2014*,62±4,3.0,"Normal,",50.0,,"Glucose, 2h",Standard,"Capillary, whole blood",HemoCue,55,62.0,4.0
SUGARS AND SYRUPS,Sucrose,1777.0,"Sugar, refined (Sadam-Eridania, Italy)",Italy,2013,91±10,5.0,"Normal, 10",25.0,25.0,"Glucose, 2h",Standard,"Capillary, whole blood",YSI,3,91.0,10.0
SUGARS AND SYRUPS,Other sugars & syrups,1778.0,"Arabinose Sugar (95% sucrose + 5% L-arabinose) (Healtang Biotech Co., Ltd, China)",China,2020,52±4,3.0,"Normal, 10",25.0,26.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO18,52.0,4.0
SUGARS AND SYRUPS,Other sugars & syrups,1779.0,"Coconut sugar, organic, Loving Earth™ brand",Indonesia,2014,54±6,3.0,"Normal, 9",50.0,50.0,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,54.0,6.0
SUGARS AND SYRUPS,Other sugars & syrups,1780.0,"Dates Syrup, Gurun Emas (Omni Mal Agencies Sdn. Bhd, Malaysia)",Malaysia,2018,54±4,3.0,"Normal, 10",50.0,67.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,54.0,4.0
SUGARS AND SYRUPS,Other sugars & syrups,1781.0,"Fruit Up sweetener syrup (Rudolf Wild Gmbh & Co, Germany)",Germany,2008,39±4,2.0,"Normal, 10",50.0,70.4,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,39.0,4.0
SUGARS AND SYRUPS,Other sugars & syrups,1782.0,Golden Syrup,Australia,2003,63±6,3.0,"Normal, 9",50.0,59.9,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,63.0,6.0
SUGARS AND SYRUPS,Other sugars & syrups,1783.0,Karo Dark Corn Syrup,USA,2013,90±6,5.0,"Normal, 10",50.0,66.1,"Glucose, 2h",Standard,"Capillary, plasma",Enzymatic,UO5,90.0,6.0
